"cellType","protein","gene_name","r","pval","FDR"
"NK_cells_resting","N-Cadherin","CDH2",0.134963062177444,0.148606113826417,0.926089312389012
"NK_cells_resting","Notch1","NOTCH1",-0.0476179688748656,0.611737258119875,0.926089312389012
"NK_cells_resting","P-Cadherin","CDH3",-0.00870725853901524,0.926089312389012,0.926089312389012
"NK_cells_resting","VEGFR2","KDR",-0.0632888645412776,0.499715750368475,0.926089312389012
"NK_cells_activated","ACVRL1","ACVRL1",-0.0563431142644376,0.548013432551712,0.830187610399468
"NK_cells_activated","c-Kit","KIT",-0.0241247125237771,0.797136598313003,0.830187610399468
"NK_cells_activated","c-Met_pY1235","MET",-0.0201281645612404,0.830187610399468,0.830187610399468
"NK_cells_activated","CD20","MS4A1",0.0421429290917753,0.653303709906253,0.830187610399468
"NK_cells_activated","CD31","PECAM1",0.11572291034338,0.216073405483175,0.540183513707936
"NK_cells_activated","CD49b","ITGA2",0.0297880347917398,0.750922687955306,0.830187610399468
"NK_cells_activated","Claudin-7","CLDN7",0.192856272027822,0.0380658616407671,0.245342393026976
"NK_cells_activated","E-Cadherin","CDH1",-0.0228176821307921,0.807909203706854,0.830187610399468
"NK_cells_activated","EGFR","EGFR",-0.0652775308468194,0.48631006157158,0.830187610399468
"NK_cells_activated","EGFR_pY1068","EGFR",-0.080570278761561,0.389915988975583,0.830187610399468
"NK_cells_activated","EGFR_pY1173","EGFR",-0.0654983183957267,0.484833649894888,0.830187610399468
"NK_cells_activated","HER2","ERBB2",-0.21876486253346,0.0183091353566442,0.245342393026976
"NK_cells_activated","HER2_pY1248","ERBB2",-0.174329353298811,0.0612606673956894,0.245342393026976
"NK_cells_activated","HER3","ERBB3",0.0247512819043302,0.791985739984157,0.830187610399468
"NK_cells_activated","HER3_pY1289","ERBB3",-0.141900386668466,0.128646096965311,0.389208039610358
"NK_cells_activated","Heregulin","NRG1",0.0290501308679102,0.756898278726983,0.830187610399468
"NK_cells_activated","N-Cadherin","CDH2",0.0620410183671574,0.508225314889056,0.830187610399468
"NK_cells_activated","Notch1","NOTCH1",-0.18256422732013,0.0498206618149544,0.245342393026976
"NK_cells_activated","P-Cadherin","CDH3",-0.139176525987112,0.136222813863625,0.389208039610358
"NK_cells_activated","VEGFR2","KDR",-0.174279741493969,0.0613355982567441,0.245342393026976
"Monocytes","ACVRL1","ACVRL1",0.00035463531367372,0.996985459944009,0.996985459944009
"Monocytes","c-Kit","KIT",0.112293841787637,0.230083438224655,0.769985917123703
"Monocytes","c-Met_pY1235","MET",-0.0178589124804733,0.849090905147942,0.982232750786
"Monocytes","CD20","MS4A1",-0.0894951129622682,0.339389593607172,0.769985917123703
"Monocytes","CD31","PECAM1",-0.0299912676569026,0.749279464829979,0.982232750786
"Monocytes","CD49b","ITGA2",-0.0317840126993425,0.734833756422492,0.982232750786
"Monocytes","Claudin-7","CLDN7",0.0792037568980064,0.398032069830868,0.769985917123703
"Monocytes","E-Cadherin","CDH1",0.191424213834006,0.039546881050184,0.675409178621865
"Monocytes","EGFR","EGFR",0.0196824728286816,0.833893018750699,0.982232750786
"Monocytes","EGFR_pY1068","EGFR",0.00560192405954983,0.952409204021194,0.996985459944009
"Monocytes","EGFR_pY1173","EGFR",-0.0822016684075162,0.380357936536002,0.769985917123703
"Monocytes","HER2","ERBB2",0.0136930564926389,0.8840094757074,0.982232750786
"Monocytes","HER2_pY1248","ERBB2",-0.152893523091183,0.10131137679328,0.675409178621865
"Monocytes","HER3","ERBB3",-0.0272824258862307,0.771271100598631,0.982232750786
"Monocytes","HER3_pY1289","ERBB3",-0.110645532278346,0.237039986544261,0.769985917123703
"Monocytes","Heregulin","NRG1",-0.0768698209899746,0.412123891063559,0.769985917123703
"Monocytes","N-Cadherin","CDH2",-0.159072583628078,0.0880847755442692,0.675409178621865
"Monocytes","Notch1","NOTCH1",0.0265083368336655,0.777589848555199,0.982232750786
"Monocytes","P-Cadherin","CDH3",-0.104088857223984,0.266157917821842,0.769985917123703
"Monocytes","VEGFR2","KDR",0.0750208098307201,0.423492254418037,0.769985917123703
"Macrophages_M0","ACVRL1","ACVRL1",0.0251656245115212,0.788584440902155,0.887626808948173
"Macrophages_M0","c-Kit","KIT",-0.269945285466336,0.00338393542510704,0.0676787085021407
"Macrophages_M0","c-Met_pY1235","MET",-0.0185594690538947,0.843245468500765,0.887626808948173
"Macrophages_M0","CD20","MS4A1",-0.012718398741099,0.89221391113245,0.89221391113245
"Macrophages_M0","CD31","PECAM1",-0.14759177292746,0.113862290196755,0.395219726357111
"Macrophages_M0","CD49b","ITGA2",0.123824166593244,0.18540774853527,0.529736424386485
"Macrophages_M0","Claudin-7","CLDN7",-0.145722033525559,0.118565917907133,0.395219726357111
"Macrophages_M0","E-Cadherin","CDH1",-0.027551608189568,0.76907729542506,0.887626808948173
"Macrophages_M0","EGFR","EGFR",0.186498781597753,0.0450140164278874,0.300093442852583
"Macrophages_M0","EGFR_pY1068","EGFR",0.0224857443060414,0.810650869937586,0.887626808948173
"Macrophages_M0","EGFR_pY1173","EGFR",0.0770914371538043,0.410773408086392,0.836969649504945
"Macrophages_M0","HER2","ERBB2",0.0511129745225403,0.585823542778749,0.887626808948173
"Macrophages_M0","HER2_pY1248","ERBB2",0.0758316447096317,0.418484824752473,0.836969649504945
"Macrophages_M0","HER3","ERBB3",-0.0516027493745255,0.582232645099315,0.887626808948173
"Macrophages_M0","HER3_pY1289","ERBB3",0.0468756460183279,0.617305033734585,0.887626808948173
"Macrophages_M0","Heregulin","NRG1",-0.0254848484474104,0.785966667951914,0.887626808948173
"Macrophages_M0","N-Cadherin","CDH2",-0.0213702897022139,0.819880676158125,0.887626808948173
"Macrophages_M0","Notch1","NOTCH1",0.114862264166351,0.219531369409329,0.548828423523324
"Macrophages_M0","P-Cadherin","CDH3",0.234555194266164,0.0112660008782765,0.112660008782765
"Macrophages_M0","VEGFR2","KDR",0.171529381966426,0.0656081977529159,0.32804098876458
"Macrophages_M1","ACVRL1","ACVRL1",0.0781560141262249,0.404322343361101,0.876718148161884
"Macrophages_M1","c-Kit","KIT",-0.148576505321691,0.111444019830166,0.876718148161884
"Macrophages_M1","c-Met_pY1235","MET",0.00130821151953102,0.988880015184684,0.988880015184684
"Macrophages_M1","CD20","MS4A1",0.0446182103721343,0.634369657216806,0.876718148161884
"Macrophages_M1","CD31","PECAM1",0.131019683863366,0.160946854389683,0.876718148161884
"Macrophages_M1","CD49b","ITGA2",0.114250278092382,0.222013977135123,0.876718148161884
"Macrophages_M1","Claudin-7","CLDN7",0.0274163750660906,0.770179203176073,0.876718148161884
"Macrophages_M1","E-Cadherin","CDH1",0.042729022659058,0.648800000304075,0.876718148161884
"Macrophages_M1","EGFR","EGFR",-0.0279940530137158,0.7654753884762,0.876718148161884
"Macrophages_M1","EGFR_pY1068","EGFR",0.0760583048427737,0.417091227430754,0.876718148161884
"Macrophages_M1","EGFR_pY1173","EGFR",0.062460812165237,0.50535422602436,0.876718148161884
"Macrophages_M1","HER2","ERBB2",0.0475996675289192,0.611874262908572,0.876718148161884
"Macrophages_M1","HER2_pY1248","ERBB2",0.0300806982153456,0.748556736392479,0.876718148161884
"Macrophages_M1","HER3","ERBB3",0.08401415207528,0.369907124716171,0.876718148161884
"Macrophages_M1","HER3_pY1289","ERBB3",0.0817237094674379,0.383143397714133,0.876718148161884
"Macrophages_M1","Heregulin","NRG1",0.114788452530797,0.219829749527631,0.876718148161884
"Macrophages_M1","N-Cadherin","CDH2",0.0858890926980818,0.359283463819173,0.876718148161884
"Macrophages_M1","Notch1","NOTCH1",-0.00505905166289458,0.957016501017979,0.988880015184684
"Macrophages_M1","P-Cadherin","CDH3",0.0251093290267504,0.789046333345696,0.876718148161884
"Macrophages_M1","VEGFR2","KDR",0.0393122379519125,0.675228958239278,0.876718148161884
"Macrophages_M2","ACVRL1","ACVRL1",-0.0675695026615754,0.471100999358561,0.853176148028381
"Macrophages_M2","c-Kit","KIT",-0.0782349982310664,0.403846115559683,0.853176148028381
"Macrophages_M2","c-Met_pY1235","MET",0.0251973468246962,0.78832419838252,0.853176148028381
"Macrophages_M2","CD20","MS4A1",-0.0688482946224387,0.462729092555081,0.853176148028381
"Macrophages_M2","CD31","PECAM1",-0.0781287874147829,0.404486581266064,0.853176148028381
"Macrophages_M2","CD49b","ITGA2",-0.00330703042846101,0.971894608638591,0.971894608638591
"Macrophages_M2","Claudin-7","CLDN7",-0.0427953165260926,0.648291372370597,0.853176148028381
"Macrophages_M2","E-Cadherin","CDH1",-0.0672341029710453,0.473310340816461,0.853176148028381
"Macrophages_M2","EGFR","EGFR",-0.0463007742595516,0.621631830622822,0.853176148028381
"Macrophages_M2","EGFR_pY1068","EGFR",-0.0859563563003964,0.358905889099854,0.853176148028381
"Macrophages_M2","EGFR_pY1173","EGFR",0.0883808159755276,0.345461173629359,0.853176148028381
"Macrophages_M2","HER2","ERBB2",0.0225019044458263,0.810517340626962,0.853176148028381
"Macrophages_M2","HER2_pY1248","ERBB2",-0.11661305190898,0.212537828572102,0.853176148028381
"Macrophages_M2","HER3","ERBB3",-0.0272874682452173,0.771229989291781,0.853176148028381
"Macrophages_M2","HER3_pY1289","ERBB3",0.0522499401287545,0.577503236934622,0.853176148028381
"Macrophages_M2","Heregulin","NRG1",-0.037371189013192,0.690423605839384,0.853176148028381
"Macrophages_M2","N-Cadherin","CDH2",-0.109748450673571,0.240887072795157,0.853176148028381
"Macrophages_M2","Notch1","NOTCH1",0.0415617488648457,0.657782006015432,0.853176148028381
"Macrophages_M2","P-Cadherin","CDH3",-0.0225130340955303,0.810425380820566,0.853176148028381
"Macrophages_M2","VEGFR2","KDR",0.199094382243924,0.0321461473561529,0.642922947123057
"Dendritic_cells_resting","ACVRL1","ACVRL1",-0.104547503027046,0.264045379695024,0.924856688279656
"Dendritic_cells_resting","c-Kit","KIT",0.00885289346315051,0.924856688279656,0.924856688279656
"Dendritic_cells_resting","c-Met_pY1235","MET",-0.0168430511525046,0.857581723662133,0.924856688279656
"Dendritic_cells_resting","CD20","MS4A1",-0.0659519392782163,0.481807810518984,0.924856688279656
"Dendritic_cells_resting","CD31","PECAM1",-0.0614124994569851,0.512539663523242,0.924856688279656
"Dendritic_cells_resting","CD49b","ITGA2",0.0154834198483732,0.86897118151461,0.924856688279656
"Dendritic_cells_resting","Claudin-7","CLDN7",-0.0352873618721264,0.706873930676434,0.924856688279656
"Dendritic_cells_resting","E-Cadherin","CDH1",0.0959413003630373,0.305601778949963,0.924856688279656
"Dendritic_cells_resting","EGFR","EGFR",-0.0111544209137199,0.905402563823194,0.924856688279656
"Dendritic_cells_resting","EGFR_pY1068","EGFR",-0.0369248288006063,0.693935491717013,0.924856688279656
"Dendritic_cells_resting","EGFR_pY1173","EGFR",-0.0586917081694332,0.531430963408563,0.924856688279656
"Dendritic_cells_resting","HER2","ERBB2",0.151783293382475,0.10384533512038,0.692302234135866
"Dendritic_cells_resting","HER2_pY1248","ERBB2",0.0197056519329119,0.833700220954136,0.924856688279656
"Dendritic_cells_resting","HER3","ERBB3",0.10308087299285,0.270840975969019,0.924856688279656
"Dendritic_cells_resting","HER3_pY1289","ERBB3",0.0288350435544099,0.758642789454121,0.924856688279656
"Dendritic_cells_resting","Heregulin","NRG1",-0.0575968995914247,0.539129633650267,0.924856688279656
"Dendritic_cells_resting","N-Cadherin","CDH2",-0.27092869525288,0.0032650624009572,0.065301248019144
"Dendritic_cells_resting","Notch1","NOTCH1",-0.0505187300161086,0.590193950236387,0.924856688279656
"Dendritic_cells_resting","P-Cadherin","CDH3",-0.0246439956492855,0.792867082631014,0.924856688279656
"Dendritic_cells_resting","VEGFR2","KDR",0.180597935226534,0.0523775102811288,0.523775102811288
"Dendritic_cells_activated","ACVRL1","ACVRL1",-0.0842851008650977,0.368360099614487,0.912508177078813
"Dendritic_cells_activated","c-Kit","KIT",0.0127094889660727,0.89228896537545,0.912508177078813
"Dendritic_cells_activated","c-Met_pY1235","MET",0.0890783451137334,0.341652525175585,0.912508177078813
"Dendritic_cells_activated","CD20","MS4A1",0.0517132188760131,0.581424116576145,0.912508177078813
"Dendritic_cells_activated","CD31","PECAM1",0.0103130933942698,0.912508177078813,0.912508177078813
"Dendritic_cells_activated","CD49b","ITGA2",0.0462018573535126,0.622377641772025,0.912508177078813
"Dendritic_cells_activated","Claudin-7","CLDN7",-0.0251981982903458,0.788317213476414,0.912508177078813
"Dendritic_cells_activated","E-Cadherin","CDH1",-0.104678771076482,0.263442860654097,0.912508177078813
"Dendritic_cells_activated","EGFR","EGFR",-0.0304274095310719,0.745756872192408,0.912508177078813
"Dendritic_cells_activated","EGFR_pY1068","EGFR",-0.046772824847539,0.618077965561617,0.912508177078813
"Dendritic_cells_activated","EGFR_pY1173","EGFR",-0.0377635200265152,0.687342230702358,0.912508177078813
"Dendritic_cells_activated","HER2","ERBB2",-0.0949365499257271,0.310718101583029,0.912508177078813
"Dendritic_cells_activated","HER2_pY1248","ERBB2",-0.0665959697334961,0.477529331303629,0.912508177078813
"Dendritic_cells_activated","HER3","ERBB3",-0.0809860355063632,0.387466556911481,0.912508177078813
"Dendritic_cells_activated","HER3_pY1289","ERBB3",-0.0320784408248552,0.732469964004264,0.912508177078813
"Dendritic_cells_activated","Heregulin","NRG1",-0.0632173949641342,0.500201106873568,0.912508177078813
"Dendritic_cells_activated","N-Cadherin","CDH2",-0.0417172557774099,0.656582547805929,0.912508177078813
"Dendritic_cells_activated","Notch1","NOTCH1",-0.0112569289912584,0.904537308817635,0.912508177078813
"Dendritic_cells_activated","P-Cadherin","CDH3",0.043031387165061,0.646481478313419,0.912508177078813
"Dendritic_cells_activated","VEGFR2","KDR",0.0198679895277101,0.832350215963277,0.912508177078813
"Mast_cells_resting","ACVRL1","ACVRL1",0.0882678482413803,0.346080503281705,0.576800838802841
"Mast_cells_resting","c-Kit","KIT",0.169652595963151,0.0686603880246079,0.457735920164053
"Mast_cells_resting","c-Met_pY1235","MET",0.0250413171403156,0.789604453958284,0.965783421037979
"Mast_cells_resting","CD20","MS4A1",-0.00141881878411082,0.987939905535421,0.987939905535421
"Mast_cells_resting","CD31","PECAM1",0.204484563874733,0.0276768827477641,0.276768827477641
"Mast_cells_resting","CD49b","ITGA2",-0.138570105759736,0.137954992495167,0.521817429792823
"Mast_cells_resting","Claudin-7","CLDN7",0.115331733931575,0.217640273388156,0.521817429792823
"Mast_cells_resting","E-Cadherin","CDH1",0.119588090440051,0.201020840325711,0.521817429792823
"Mast_cells_resting","EGFR","EGFR",-0.0891034629126806,0.341515873431149,0.576800838802841
"Mast_cells_resting","EGFR_pY1068","EGFR",0.0122144970006472,0.896460160096812,0.965783421037979
"Mast_cells_resting","EGFR_pY1173","EGFR",-0.0451882563604968,0.63004190326991,0.906302689217178
"Mast_cells_resting","HER2","ERBB2",-0.0130746999976708,0.889213285215058,0.965783421037979
"Mast_cells_resting","HER2_pY1248","ERBB2",-0.205539955108869,0.0268667264381721,0.276768827477641
"Mast_cells_resting","HER3","ERBB3",-0.124782757667772,0.18200086746075,0.521817429792823
"Mast_cells_resting","HER3_pY1289","ERBB3",-0.0999187368913281,0.285892110722093,0.571784221444187
"Mast_cells_resting","Heregulin","NRG1",0.0132661881219188,0.887601293303081,0.965783421037979
"Mast_cells_resting","N-Cadherin","CDH2",0.00972321806390764,0.91749424998608,0.965783421037979
"Mast_cells_resting","Notch1","NOTCH1",-0.0446126565616115,0.634411882452025,0.906302689217178
"Mast_cells_resting","P-Cadherin","CDH3",-0.111168334323564,0.23481784340677,0.521817429792823
"Mast_cells_resting","VEGFR2","KDR",-0.117338762439354,0.209686021191645,0.521817429792823
"Mast_cells_activated","ACVRL1","ACVRL1",-0.108879711838576,0.244653764981526,0.971078330270232
"Mast_cells_activated","c-Kit","KIT",-0.150657292176482,0.106465778925562,0.709771859503749
"Mast_cells_activated","c-Met_pY1235","MET",-0.0195079565755159,0.835344915485932,0.971078330270232
"Mast_cells_activated","CD20","MS4A1",0.00340311905217803,0.971078330270232,0.971078330270232
"Mast_cells_activated","CD31","PECAM1",-0.0585350128648011,0.532529459500946,0.971078330270232
"Mast_cells_activated","CD49b","ITGA2",0.155542710829425,0.095461211312661,0.709771859503749
"Mast_cells_activated","Claudin-7","CLDN7",0.0478893236962968,0.609707456998251,0.971078330270232
"Mast_cells_activated","E-Cadherin","CDH1",0.0650811036435779,0.487625588664066,0.971078330270232
"Mast_cells_activated","EGFR","EGFR",0.011228583604453,0.904776556749076,0.971078330270232
"Mast_cells_activated","EGFR_pY1068","EGFR",-0.011487713999732,0.90258969870099,0.971078330270232
"Mast_cells_activated","EGFR_pY1173","EGFR",-0.0448079044831246,0.632928131824401,0.971078330270232
"Mast_cells_activated","HER2","ERBB2",-0.00591339138477697,0.949766514492852,0.971078330270232
"Mast_cells_activated","HER2_pY1248","ERBB2",-0.0448896527088064,0.632307333394642,0.971078330270232
"Mast_cells_activated","HER3","ERBB3",-0.0293771413593764,0.754248334512597,0.971078330270232
"Mast_cells_activated","HER3_pY1289","ERBB3",-0.0488805280355641,0.602318241463936,0.971078330270232
"Mast_cells_activated","Heregulin","NRG1",-0.0320286601426395,0.732869449015413,0.971078330270232
"Mast_cells_activated","N-Cadherin","CDH2",-0.163491570442115,0.0794976905404842,0.709771859503749
"Mast_cells_activated","Notch1","NOTCH1",-0.0607244893520647,0.517283884514879,0.971078330270232
"Mast_cells_activated","P-Cadherin","CDH3",-0.0324168820364164,0.729755907951878,0.971078330270232
"Mast_cells_activated","VEGFR2","KDR",0.0463266815175417,0.621436559058151,0.971078330270232
"Eosinophils","ACVRL1","ACVRL1",0.122599387664687,0.189828090802928,0.565509753277139
"Eosinophils","c-Kit","KIT",0.122714676032129,0.189408766883158,0.565509753277139
"Eosinophils","c-Met_pY1235","MET",0.1204077001583,0.197928413646999,0.565509753277139
"Eosinophils","CD20","MS4A1",-0.17861116894775,0.0550699817005691,0.550699817005691
"Eosinophils","CD31","PECAM1",0.113086083275439,0.226791331997909,0.566978329994773
"Eosinophils","CD49b","ITGA2",0.0405227556740374,0.665818181680055,0.913301419106737
"Eosinophils","Claudin-7","CLDN7",0.0289331761387557,0.757846713579444,0.913301419106737
"Eosinophils","E-Cadherin","CDH1",-0.0266654459192299,0.776306206240726,0.913301419106737
"Eosinophils","EGFR","EGFR",-0.179844437032169,0.0533855808473964,0.550699817005691
"Eosinophils","EGFR_pY1068","EGFR",-0.0353802862805398,0.70613740601395,0.913301419106737
"Eosinophils","EGFR_pY1173","EGFR",-0.00690605460203225,0.941347896103011,0.941347896103011
"Eosinophils","HER2","ERBB2",-0.138134156127599,0.139210553103656,0.565509753277139
"Eosinophils","HER2_pY1248","ERBB2",-0.138682930215591,0.137631458657428,0.565509753277139
"Eosinophils","HER3","ERBB3",-0.0688812390651017,0.46251450156531,0.913301419106737
"Eosinophils","HER3_pY1289","ERBB3",-0.0454371292161299,0.628156386543004,0.913301419106737
"Eosinophils","Heregulin","NRG1",-0.0125842396627158,0.893344142042634,0.94036225478172
"Eosinophils","N-Cadherin","CDH2",-0.0466890901253546,0.61870772826487,0.913301419106737
"Eosinophils","Notch1","NOTCH1",-0.0374228684561454,0.690017423546406,0.913301419106737
"Eosinophils","P-Cadherin","CDH3",0.0368802929267113,0.694286249957177,0.913301419106737
"Eosinophils","VEGFR2","KDR",-0.0199445551277183,0.83171366286224,0.924126292069155
"Neutrophils","ACVRL1","ACVRL1",0.351993075730743,0.000106717784447158,0.000711451896314385
"Neutrophils","c-Kit","KIT",0.0775263029544125,0.408130976358081,0.480154089833036
"Neutrophils","c-Met_pY1235","MET",0.309722933139334,0.000716240041324442,0.00222033445859145
"Neutrophils","CD20","MS4A1",0.0897209772627818,0.338167187318171,0.422708984147714
"Neutrophils","CD31","PECAM1",0.302369735464232,0.000970545660166286,0.00242636415041572
"Neutrophils","CD49b","ITGA2",0.357140461950817,8.30349458616947e-05,0.000711451896314385
"Neutrophils","Claudin-7","CLDN7",0.0163013936329158,0.862115749984925,0.862115749984925
"Neutrophils","E-Cadherin","CDH1",-0.330765381576848,0.000287286840996033,0.00143643420498017
"Neutrophils","EGFR","EGFR",-0.097865731932186,0.295957108873623,0.396101477780246
"Neutrophils","EGFR_pY1068","EGFR",-0.0976403570343272,0.297076108335184,0.396101477780246
"Neutrophils","EGFR_pY1173","EGFR",0.311229127541584,0.00067236991010553,0.00222033445859145
"Neutrophils","HER2","ERBB2",-0.390902336600755,1.43476168398678e-05,0.000286952336797357
"Neutrophils","HER2_pY1248","ERBB2",-0.183302353405116,0.0488879038124381,0.108639786249862
"Neutrophils","HER3","ERBB3",-0.307767251787762,0.000777117060507008,0.00222033445859145
"Neutrophils","HER3_pY1289","ERBB3",0.146158879658429,0.117453724127363,0.195756206878939
"Neutrophils","Heregulin","NRG1",0.0418912403085816,0.655241602288672,0.689728002409129
"Neutrophils","N-Cadherin","CDH2",0.176825293414871,0.0575864060917557,0.115172812183511
"Neutrophils","Notch1","NOTCH1",0.0554426918284408,0.554437184814662,0.616041316460735
"Neutrophils","P-Cadherin","CDH3",0.156638583755176,0.0931206761391507,0.169310320253001
"Neutrophils","VEGFR2","KDR",-0.133185313326397,0.154078258794467,0.237043475068411
